invoice_id;user_id;customer_id;amount
530;ksandcroft1;671688460-2;6315.53
531;gvasilmanov0;837274956-6;866.87
532;gvasilmanov0;671688460-2;8428.99
533;clangstaff9;724222419-5;9249.34
534;rmarchenko8;244174503-4;3118.4
535;clangstaff9;604150177-8;8294.45
536;cmayes5;837274956-6;5922.18
537;gvasilmanov0;017137369-3;4081.76
538;rmarchenko8;244174503-4;3257.72
539;ahenaughan3;017137369-3;1535.33
540;ksandcroft1;408840891-8;4029.97
541;aroyle4;369814086-1;7352.51
542;gvasilmanov0;369814086-1;2260.98
543;ksandcroft1;408840891-8;6931.22
544;ahenaughan3;244174503-4;3018.39
545;aepelett6;604150177-8;7859.57
546;aepelett6;244174503-4;1135.06
547;ksandcroft1;236198775-9;9819.34
548;aepelett6;236198775-9;3423.74
549;cmayes5;724222419-5;9345.23
550;nbernholt7;369814086-1;3627.9
551;aroyle4;236198775-9;1183.37
552;aepelett6;604150177-8;984.46
553;cmayes5;921481382-5;954.1
554;clangstaff9;604150177-8;9143.48
555;clangstaff9;671688460-2;2525.24
556;ksandcroft1;671688460-2;7104.57
557;cmayes5;671688460-2;1078.59
558;aepelett6;408840891-8;2570.75
559;ahenaughan3;671688460-2;505.78
560;clangstaff9;921481382-5;962.29
561;aroyle4;671688460-2;3627.79
562;jesparza2;244174503-4;9481.8
563;gvasilmanov0;236198775-9;4001.44
564;aepelett6;921481382-5;8728.45
565;ksandcroft1;921481382-5;9995.63
566;jesparza2;837274956-6;1268.46
567;aroyle4;244174503-4;1797.17
568;rmarchenko8;921481382-5;7870.17
569;cmayes5;921481382-5;4477.98
570;aroyle4;236198775-9;9169.24
571;aroyle4;837274956-6;5274.39
572;gvasilmanov0;236198775-9;8791.9
573;gvasilmanov0;921481382-5;9358.48
574;clangstaff9;369814086-1;6342.79
575;clangstaff9;724222419-5;2792.35
576;ahenaughan3;837274956-6;2269.6
577;ksandcroft1;017137369-3;1905.65
578;ksandcroft1;236198775-9;173.44
579;gvasilmanov0;724222419-5;4184.11
580;gvasilmanov0;921481382-5;3170.38
581;aepelett6;408840891-8;9535.65
582;aroyle4;604150177-8;7003.27
583;clangstaff9;921481382-5;9235.28
584;nbernholt7;244174503-4;6701.16
585;rmarchenko8;837274956-6;6514.77
586;nbernholt7;724222419-5;700.46
587;ksandcroft1;671688460-2;7761.95
588;clangstaff9;837274956-6;3342.86
589;aroyle4;671688460-2;2272.85
590;aroyle4;017137369-3;4817.33
591;clangstaff9;671688460-2;9505.02
592;cmayes5;604150177-8;1860.57
593;gvasilmanov0;724222419-5;3358.66
594;ksandcroft1;244174503-4;5458.84
595;ahenaughan3;921481382-5;3050.07
596;aepelett6;408840891-8;2568.69
597;aepelett6;017137369-3;8430.9
598;aroyle4;921481382-5;8892.75
599;ahenaughan3;408840891-8;1929.5
600;jesparza2;017137369-3;8273.28
601;jesparza2;604150177-8;627.71
602;clangstaff9;837274956-6;6608.02
603;jesparza2;837274956-6;5859.31
604;rmarchenko8;921481382-5;6874.82
605;jesparza2;408840891-8;4095.28
606;cmayes5;837274956-6;9640.45
607;clangstaff9;604150177-8;4951.66
608;aepelett6;408840891-8;2915.26
609;clangstaff9;921481382-5;7268.97
610;rmarchenko8;671688460-2;2355
611;nbernholt7;837274956-6;4801.6
612;ahenaughan3;408840891-8;2420.8
613;jesparza2;408840891-8;9651.45
614;ksandcroft1;236198775-9;9258.63
615;nbernholt7;671688460-2;4174.92
616;ahenaughan3;724222419-5;7511.51
617;aepelett6;837274956-6;3283.43
618;aroyle4;017137369-3;9595.8
619;clangstaff9;408840891-8;6852.78
620;aroyle4;369814086-1;8940.27
621;ksandcroft1;408840891-8;3130.29
622;aroyle4;604150177-8;91.38
623;ahenaughan3;724222419-5;4166.82
624;cmayes5;408840891-8;1348.62
625;clangstaff9;236198775-9;5654.81
626;gvasilmanov0;921481382-5;502.25
627;aroyle4;369814086-1;9715.04
628;aepelett6;837274956-6;8535.66
629;aroyle4;724222419-5;5800.61
630;clangstaff9;244174503-4;9861.1
631;ahenaughan3;244174503-4;5180.62
632;aepelett6;408840891-8;5997.32
633;aroyle4;017137369-3;9374.33
634;nbernholt7;369814086-1;5894.63
635;aepelett6;236198775-9;3467.43
636;aroyle4;369814086-1;7407.54
637;nbernholt7;408840891-8;297.76
638;rmarchenko8;671688460-2;5568.54
639;aepelett6;837274956-6;7068.06
640;clangstaff9;837274956-6;1259.73
641;cmayes5;837274956-6;1770.92
642;clangstaff9;604150177-8;8851.36
643;nbernholt7;671688460-2;4029.43
644;jesparza2;369814086-1;162.52
645;cmayes5;236198775-9;6096.28
646;rmarchenko8;236198775-9;475.33
647;cmayes5;837274956-6;8771.88
648;ahenaughan3;408840891-8;5504.13
649;ksandcroft1;604150177-8;810.65
650;nbernholt7;604150177-8;1093.26
651;rmarchenko8;244174503-4;7803.41
652;nbernholt7;408840891-8;8099.18
653;nbernholt7;837274956-6;300.21
654;gvasilmanov0;724222419-5;1460.9
655;nbernholt7;244174503-4;5249.02
656;cmayes5;408840891-8;9753.1
657;aroyle4;408840891-8;3127.69
658;gvasilmanov0;408840891-8;9324.17
659;ksandcroft1;017137369-3;7023.75
660;gvasilmanov0;921481382-5;8616.49
661;jesparza2;604150177-8;5050.52
662;aepelett6;236198775-9;9068.87
663;clangstaff9;921481382-5;9195.22
664;clangstaff9;369814086-1;6267.03
665;ahenaughan3;724222419-5;1737.97
666;cmayes5;244174503-4;9426.06
667;jesparza2;671688460-2;4352.56
668;ahenaughan3;369814086-1;6572.13
669;nbernholt7;408840891-8;3493.49
670;ahenaughan3;921481382-5;125.01
671;clangstaff9;408840891-8;2441.75
672;nbernholt7;604150177-8;6798.12
673;nbernholt7;724222419-5;4876.82
674;ahenaughan3;017137369-3;7902.39
675;nbernholt7;369814086-1;8665.65
676;ksandcroft1;017137369-3;897
677;aroyle4;017137369-3;7362.93
678;aepelett6;604150177-8;3125.71
679;clangstaff9;236198775-9;5666.23
680;aepelett6;369814086-1;2055.18
681;nbernholt7;408840891-8;8467.6
682;ahenaughan3;244174503-4;6485.37
683;nbernholt7;017137369-3;5498.02
684;aepelett6;369814086-1;3555.69
685;jesparza2;724222419-5;6769.16
686;jesparza2;236198775-9;5470.62
687;aepelett6;671688460-2;8283.39
688;ahenaughan3;671688460-2;7226.84
689;aepelett6;236198775-9;9241.04
690;jesparza2;921481382-5;3214.64
691;clangstaff9;837274956-6;8210.08
692;clangstaff9;369814086-1;7308.09
693;ksandcroft1;017137369-3;120.93
694;ahenaughan3;837274956-6;8949.29
695;ksandcroft1;837274956-6;5512.34
696;aepelett6;369814086-1;9209.5
697;clangstaff9;236198775-9;2614.91
698;clangstaff9;236198775-9;4187.04
